Crash_Day,Crash_Date,Borough,Latitude,Longitude,Number_of_Persons_Injured,Aftermath of Accident,Number_of_Persons_Killed,Contributing_Factor,Collision_ID
Thursday,07-10-2021 11:45,MANHATTAN,40.7234696,-73.9832226,0,No Injury,0,Other Vehicular,4466622
Thursday,07-10-2021 11:45,MANHATTAN,40.715046,-73.99252,0,No Injury,0,Passing Too Closely,4473524
Thursday,07-10-2021 11:46,BROOKLYN,40.6807878,-73.919574,1,Injured,0,Unsafe Speed,4468038
Thursday,07-10-2021 11:54,BROOKLYN,40.611603,-73.91971,1,Injured,0,Driver Inexperience,4465405
Thursday,07-10-2021 12:00,QUEENS,40.71476,-73.82104,1,Injured,0,Driver Inattention,4465471
Thursday,07-10-2021 12:10,QUEENS,40.776665,-73.78281,1,Injured,0,Fatigue,4465390
Thursday,07-10-2021 12:16,BRONX,40.880836,-73.86677,0,No Injury,0,Backing Unsafely,4465838
Thursday,07-10-2021 12:18,QUEENS,40.74348,-73.921486,0,No Injury,0,Reaction to Uninvolved Vehicle,4465252
Thursday,07-10-2021 12:31,MANHATTAN,40.750217,-73.979065,0,No Injury,0,Driver Inattention,4466146
Thursday,07-10-2021 12:39,QUEENS,40.682243,-73.82222,1,Injured,0,Driver Inattention,4466006
Thursday,07-10-2021 12:44,BROOKLYN,40.63949,-73.91017,1,Injured,0,Passenger Distraction,4465506
Thursday,07-10-2021 12:50,QUEENS,40.73068,-73.77581,1,Injured,0,Driver Inexperience,4465341
Thursday,07-10-2021 12:54,QUEENS,40.66454,-73.82276,1,Injured,0,Following Too Closely,4465303
Thursday,07-10-2021 13:00,STATEN ISLAND,40.638214,-74.07589,1,Injured,0,Driver Inattention,4465690
Thursday,07-10-2021 13:05,BROOKLYN,40.669257,-73.9172777,1,Injured,0,Lost Consciousness,4466426
Thursday,07-10-2021 13:05,BROOKLYN,40.66761,-73.94236,0,No Injury,0,Passing Too Closely,4465487
Thursday,07-10-2021 13:20,QUEENS,40.692516,-73.85911,0,No Injury,0,Passing Too Closely,4465512
Thursday,07-10-2021 13:30,BROOKLYN,40.696198,-73.98877,1,Injured,0,Passing Too Closely,4465354
Thursday,07-10-2021 13:36,QUEENS,40.73675,-73.87768,0,No Injury,0,Driver Inattention,4465746
Thursday,07-10-2021 13:37,BRONX,40.898308,-73.8503,1,Injured,0,Driver Inattention,4465842
Thursday,07-10-2021 13:50,MANHATTAN,40.8033321,-73.9551798,0,No Injury,0,View Obstructed,4467067
Thursday,07-10-2021 13:51,BRONX,40.895927,-73.87392,2,Injured,0,Following Too Closely,4465813
Thursday,07-10-2021 14:00,BRONX,40.8208121,-73.866034,1,Injured,0,Passing or Lane Usage Improper,4467455
Thursday,07-10-2021 14:00,BROOKLYN,40.7198,-73.953476,1,Injured,0,Passing or Lane Usage Improper,4465904
Thursday,07-10-2021 14:00,QUEENS,40.730885,-73.87165,0,No Injury,0,Other Vehicular,4465395
Thursday,07-10-2021 14:01,QUEENS,40.74788,-73.85731,1,Injured,0,Driver Inattention,4465313
Thursday,07-10-2021 14:15,QUEENS,40.67416,-73.72756,0,No Injury,0,Failure to Yield Right-of-Way,4465321
Thursday,07-10-2021 14:20,MANHATTAN,40.809547,-73.94183,0,No Injury,0,Reaction to Uninvolved Vehicle,4466044
Thursday,07-10-2021 14:22,MANHATTAN,40.7763113,-73.9642299,1,Injured,0,Pedestrian Confusion,4465335
Thursday,07-10-2021 14:30,QUEENS,40.6733217,-73.8463905,0,No Injury,0,Driver Inexperience,4466011
Thursday,07-10-2021 14:30,QUEENS,40.743263,-73.91964,0,No Injury,0,Driver Inexperience,4465488
Thursday,07-10-2021 14:33,BROOKLYN,40.578358,-73.9905035,1,Injured,0,Driver Inattention,4466981
Thursday,07-10-2021 14:40,BROOKLYN,40.628662,-73.976036,1,Injured,0,Passing or Lane Usage Improper,4465759
Thursday,07-10-2021 14:45,BROOKLYN,40.6489032,-73.9646386,0,No Injury,0,Driver Inattention,4470874
Thursday,07-10-2021 15:00,QUEENS,40.715492,-73.834404,0,No Injury,0,Following Too Closely,4465362
Thursday,07-10-2021 15:00,QUEENS,40.73733,-73.810455,0,No Injury,0,Passing Too Closely,4465376
Thursday,07-10-2021 15:04,BROOKLYN,40.68305,-73.97377,0,No Injury,0,Following Too Closely,4465970
Thursday,07-10-2021 15:08,QUEENS,40.73572,-73.93677,0,No Injury,0,Driver Inattention,4465365
Thursday,07-10-2021 15:12,BROOKLYN,40.64624,-73.958084,1,Injured,0,Pedestrian Confusion,4465625
Thursday,07-10-2021 15:15,BROOKLYN,40.69613,-73.987114,1,Injured,0,Driver Inattention,4465584
Thursday,07-10-2021 15:22,BROOKLYN,40.617268,-74.01921,0,No Injury,0,Driver Inattention,4465400
Thursday,07-10-2021 15:28,BRONX,40.82874,-73.877304,1,Injured,0,Driver Inattention,4474007
Thursday,07-10-2021 15:30,QUEENS,40.68572,-73.84762,1,Injured,0,Following Too Closely,4465515
Thursday,07-10-2021 15:30,QUEENS,40.680923,-73.83544,0,No Injury,0,Passing Too Closely,4466019
Thursday,07-10-2021 15:38,QUEENS,40.65616,-73.76736,2,Injured,0,Failure to Yield Right-of-Way,4465421
Thursday,07-10-2021 15:40,QUEENS,40.7581922,-73.8231763,0,No Injury,0,Failure to Yield Right-of-Way,4468921
Thursday,07-10-2021 15:40,QUEENS,40.692314,-73.88268,0,No Injury,0,Following Too Closely,4465790
Thursday,07-10-2021 15:43,QUEENS,40.749485,-73.7756,0,No Injury,0,Driver Inattention,4465500
Thursday,07-10-2021 15:45,BROOKLYN,40.70278,-73.946915,1,Injured,0,Driver Inattention,4465483
Thursday,07-10-2021 16:00,QUEENS,40.769096,-73.833664,0,No Injury,0,Passing or Lane Usage Improper,4465463
Thursday,07-10-2021 16:10,MANHATTAN,40.7587238,-73.983745,1,Injured,0,Unsafe Speed,4466315
Thursday,07-10-2021 16:10,MANHATTAN,40.757233,-73.9898,1,Injured,0,Following Too Closely,4465575
Thursday,07-10-2021 16:13,QUEENS,40.742836,-73.91592,0,No Injury,0,Driver Inattention,4465367
Thursday,07-10-2021 16:14,BROOKLYN,40.61255,-73.96287,0,No Injury,0,Driver Inattention,4465761
Thursday,07-10-2021 16:15,BROOKLYN,40.714382,-73.93345,0,No Injury,0,Passing or Lane Usage Improper,4465612
Thursday,07-10-2021 16:17,MANHATTAN,40.782055,-73.95373,1,Injured,0,Unsafe Lane Changing,4466009
Thursday,07-10-2021 16:30,BROOKLYN,40.6076551,-74.0170205,1,Injured,0,Failure to Yield Right-of-Way,4467490
Thursday,07-10-2021 16:30,QUEENS,40.765747,-73.86409,0,No Injury,0,Driver Inattention,4465369
Thursday,07-10-2021 16:33,MANHATTAN,40.79174,-73.97475,0,No Injury,0,Passing Too Closely,4465385
Thursday,07-10-2021 16:40,BROOKLYN,40.61964,-73.91578,0,No Injury,0,Traffic Control Disregarded,4465407
Thursday,07-10-2021 16:40,QUEENS,40.75975,-73.89087,1,Injured,0,Driver Inattention,4465525
Thursday,07-10-2021 16:45,QUEENS,40.759445,-73.78964,0,No Injury,0,Driver Inattention,4465517
Thursday,07-10-2021 16:47,BROOKLYN,40.5792123,-73.9762585,1,Injured,0,Backing Unsafely,4466420
Thursday,07-10-2021 16:54,BROOKLYN,40.6644448,-73.907512,1,Injured,0,Driver Inattention,4466410
Thursday,07-10-2021 16:55,QUEENS,40.765423,-73.89001,3,Injured,0,Driver Inexperience,4465527
Thursday,07-10-2021 17:08,QUEENS,40.762386,-73.742935,2,Injured,0,Failure to Yield Right-of-Way,4465392
Thursday,07-10-2021 17:10,QUEENS,40.76226,-73.7569828,1,Injured,0,Driver Inattention,4467702
Thursday,07-10-2021 17:15,MANHATTAN,40.82403,-73.94476,0,No Injury,0,Passing Too Closely,4465476
Thursday,07-10-2021 17:16,QUEENS,40.74848,-73.87577,0,No Injury,0,Unsafe Lane Changing,4465402
Thursday,07-10-2021 17:25,BROOKLYN,40.63267,-73.93105,0,No Injury,0,Driver Inattention,4465947
Thursday,07-10-2021 17:30,MANHATTAN,40.7703138,-73.9914004,0,No Injury,0,Other Vehicular,4466316
Thursday,07-10-2021 17:35,BROOKLYN,40.71337,-73.934814,0,No Injury,0,Passing Too Closely,4465950
Thursday,07-10-2021 17:40,MANHATTAN,40.739086,-73.99139,0,No Injury,0,Driver Inexperience,4465660
Thursday,07-10-2021 17:45,MANHATTAN,40.7189626,-74.0012734,0,No Injury,0,Passing Too Closely,4466336
Thursday,07-10-2021 17:45,QUEENS,40.7012773,-73.78311,0,No Injury,0,Passing or Lane Usage Improper,4467428
Thursday,07-10-2021 17:49,BROOKLYN,40.6791096,-73.9313916,1,Injured,0,Driver Inattention,4468048
Thursday,07-10-2021 18:00,MANHATTAN,40.7821994,-73.9511638,0,No Injury,0,Driver Inattention,4467326
Thursday,07-10-2021 18:00,MANHATTAN,40.77929,-73.98114,0,No Injury,0,Backing Unsafely,4466165
Thursday,07-10-2021 18:00,BROOKLYN,40.6104,-73.9586,1,Injured,0,Driver Inattention,4465641
Thursday,07-10-2021 18:29,MANHATTAN,40.826427,-73.950455,1,Injured,0,Turning Improperly,4465586
Thursday,07-10-2021 18:34,BROOKLYN,40.666706,-73.871826,1,Injured,0,Following Too Closely,4466126
Thursday,07-10-2021 18:40,BROOKLYN,40.705666,-73.93341,0,No Injury,0,Passing or Lane Usage Improper,4465949
Thursday,07-10-2021 18:52,BROOKLYN,40.6358,-73.903595,1,Injured,0,Failure to Yield Right-of-Way,4465848
Thursday,07-10-2021 19:00,QUEENS,40.6997872,-73.737481,0,No Injury,0,Backing Unsafely,4467498
Thursday,07-10-2021 19:00,QUEENS,40.734375,-73.87342,1,Injured,0,Driver Inattention,4466071
Thursday,07-10-2021 19:03,QUEENS,40.743263,-73.91964,0,No Injury,0,Driver Inattention,4465393
Thursday,07-10-2021 19:18,BROOKLYN,40.678516,-73.963905,1,Injured,0,Unsafe Speed,4472588
Thursday,07-10-2021 19:20,MANHATTAN,40.81053,-73.96206,0,No Injury,0,Failure to Yield Right-of-Way,4465815
Thursday,07-10-2021 19:27,BROOKLYN,40.64165,-73.90378,1,Injured,0,Driver Inattention,4465427
Thursday,07-10-2021 19:30,QUEENS,40.76052,-73.87379,1,Injured,0,Driver Inattention,4465374
Thursday,07-10-2021 19:34,QUEENS,40.6919944,-73.7611009,1,Injured,0,Following Too Closely,4467206
Thursday,07-10-2021 19:37,BROOKLYN,40.6379069,-73.8877923,1,Injured,0,Road Rage,4466265
Thursday,07-10-2021 19:40,BROOKLYN,40.683125,-73.98744,0,No Injury,0,Driver Inattention,4465431
Thursday,07-10-2021 19:41,BRONX,40.8313358,-73.9216614,1,Injured,0,Driver Inattention,4466812
Thursday,07-10-2021 20:00,QUEENS,40.749062,-73.8908172,0,No Injury,0,Driver Inattention,4467866
Thursday,07-10-2021 20:14,BRONX,40.85088,-73.851814,1,Injured,0,Failure to Yield Right-of-Way,4465477
Thursday,07-10-2021 20:15,BRONX,40.85422,-73.86773,1,Injured,0,Driver Inattention,4465478
Thursday,07-10-2021 20:24,QUEENS,40.755505,-73.86816,0,No Injury,0,Driver Inattention,4465437
Thursday,07-10-2021 20:30,BROOKLYN,40.72533,-73.9457591,0,No Injury,0,Driver Inexperience,4470808
Thursday,07-10-2021 20:42,BRONX,40.8637993,-73.9025197,0,No Injury,0,Driver Inexperience,4467413
Thursday,07-10-2021 20:57,BRONX,40.82461,-73.910484,0,No Injury,0,Unsafe Lane Changing,4465701
Thursday,07-10-2021 21:07,QUEENS,40.666695,-73.767136,1,Injured,0,Passing Too Closely,4465422
Thursday,07-10-2021 21:27,MANHATTAN,40.806107,-73.94039,0,No Injury,0,Unsafe Lane Changing,4466085
Thursday,07-10-2021 21:29,BROOKLYN,40.680036,-73.9054924,1,Injured,0,Passing or Lane Usage Improper,4466366
Thursday,07-10-2021 21:55,MANHATTAN,40.8011739,-73.9507181,1,Injured,0,Driver Inattention,4470091
Thursday,07-10-2021 21:57,STATEN ISLAND,40.5985436,-74.0794843,0,No Injury,0,Backing Unsafely,4466743
Thursday,07-10-2021 22:00,BROOKLYN,40.72618,-73.93846,0,No Injury,0,Driver Inattention,4466004
Thursday,07-10-2021 22:21,BROOKLYN,40.680405,-73.88764,1,Injured,0,Other Vehicular,4466051
Thursday,07-10-2021 22:30,BROOKLYN,40.675392,-73.98117,1,Injured,0,Passing Too Closely,4465972
Thursday,07-10-2021 22:48,BRONX,40.8256666,-73.8754874,2,Injured,0,Traffic Control Disregarded,4467454
Thursday,07-10-2021 22:50,STATEN ISLAND,40.5870756,-74.1039242,1,Injured,0,Driver Inattention,4466389
Thursday,07-10-2021 22:50,QUEENS,40.69915,-73.78025,0,No Injury,0,Unsafe Speed,4465957
Thursday,07-10-2021 23:09,STATEN ISLAND,40.619,-74.084785,4,Injured,0,Unsafe Speed,4465688
Thursday,07-10-2021 23:10,QUEENS,40.7020766,-73.8791656,0,No Injury,0,Turning Improperly,4467007
Thursday,07-10-2021 23:15,STATEN ISLAND,40.5250272,-74.2392663,0,No Injury,0,Other Vehicular,4466740
Thursday,07-10-2021 23:30,QUEENS,40.712877,-73.8788932,0,No Injury,0,Driver Inattention,4466794
Thursday,07-10-2021 23:40,BROOKLYN,40.614582,-74.02962,0,No Injury,0,Passing Too Closely,4465460
Thursday,07-10-2021 23:57,BROOKLYN,40.6556301,-73.9531588,0,No Injury,0,Backing Unsafely,4466664
